ppt_number,ppt_gender,condition,round_number,binary_classification,chris_prob,ppt_contrib,chris_contrib,ppt_RT,prediction_report,prediction_RT,chris_behavior,turing_test,ppt_payment,start_strategy,p1_choice,p2_choice
47,female,med_vol,22,TRUE,0.35,0,20,1501.72,0.48,2522.245,defector,human,1.88,1,0,1
47,female,med_vol,23,TRUE,0.35,20,20,1201.555,0.48,2522.245,defector,human,1.88,1,1,1
47,female,med_vol,24,TRUE,0.35,20,20,1892.56,0.48,2522.245,defector,human,1.88,1,1,1
47,female,med_vol,25,TRUE,0.35,20,20,1555.685,0.48,2522.245,defector,human,1.88,1,1,1
47,female,med_vol,26,TRUE,0.35,20,20,1310.4,0.48,2522.245,defector,human,1.88,1,1,1
47,female,med_vol,27,TRUE,0.35,0,20,1449.435,0.48,2522.245,defector,human,1.88,1,0,1
47,female,med_vol,28,TRUE,0.35,20,0,1531,0.48,2522.245,defector,human,1.88,1,1,0
47,female,med_vol,29,TRUE,0.35,0,0,2163.665,0.48,2522.245,defector,human,1.88,1,0,0
47,female,med_vol,30,TRUE,0.35,0,0,1353.87,0.48,2522.245,defector,human,1.88,1,0,0
47,female,med_vol,31,TRUE,0.35,0,20,1438.745,0.36,3579.705,defector,human,1.88,1,0,1
47,female,med_vol,32,TRUE,0.35,20,20,1182.27,0.36,3579.705,defector,human,1.88,1,1,1
47,female,med_vol,33,TRUE,0.35,20,0,1392.39,0.36,3579.705,defector,human,1.88,1,1,0
47,female,med_vol,34,TRUE,0.35,20,0,2305.545,0.36,3579.705,defector,human,1.88,1,1,0
47,female,med_vol,35,TRUE,0.35,0,0,1615.11,0.36,3579.705,defector,human,1.88,1,0,0
47,female,med_vol,36,TRUE,0.35,0,20,1591.255,0.36,3579.705,defector,human,1.88,1,0,1
47,female,med_vol,37,TRUE,0.35,0,0,3004.82,0.36,3579.705,defector,human,1.88,1,0,0
47,female,med_vol,38,TRUE,0.35,0,0,2286.35,0.36,3579.705,defector,human,1.88,1,0,0
47,female,med_vol,39,TRUE,0.35,0,0,2116.915,0.36,3579.705,defector,human,1.88,1,0,0
47,female,med_vol,40,TRUE,0.35,0,20,1388.05,0.36,3579.705,defector,human,1.88,1,0,1
47,female,med_vol,41,TRUE,0.65,20,20,1391.245,0.4,2574.535,defector,human,1.88,1,1,1
47,female,med_vol,42,TRUE,0.65,20,20,1252.105,0.4,2574.535,defector,human,1.88,1,1,1
47,female,med_vol,43,TRUE,0.65,20,0,1269.205,0.4,2574.535,defector,human,1.88,1,1,0
47,female,med_vol,44,TRUE,0.65,0,20,1374.97,0.4,2574.535,defector,human,1.88,1,0,1
47,female,med_vol,45,TRUE,0.65,20,0,1388.57,0.4,2574.535,defector,human,1.88,1,1,0
47,female,med_vol,46,TRUE,0.65,0,20,1213.63,0.4,2574.535,defector,human,1.88,1,0,1
47,female,med_vol,47,TRUE,0.65,0,20,1415.165,0.4,2574.535,defector,human,1.88,1,0,1
47,female,med_vol,48,TRUE,0.65,20,0,1156.615,0.4,2574.535,defector,human,1.88,1,1,0
47,female,med_vol,49,TRUE,0.65,0,0,1489.63,0.4,2574.535,defector,human,1.88,1,0,0
47,female,med_vol,50,TRUE,0.65,0,0,1163.72,0.4,2574.535,defector,human,1.88,1,0,0
47,female,med_vol,51,TRUE,0.65,0,20,1638.63,0.5,2558.555,defector,human,1.88,1,0,1
47,female,med_vol,52,TRUE,0.65,20,20,1157.645,0.5,2558.555,defector,human,1.88,1,1,1
47,female,med_vol,53,TRUE,0.65,20,20,1277.28,0.5,2558.555,defector,human,1.88,1,1,1
47,female,med_vol,54,TRUE,0.65,20,20,1283.485,0.5,2558.555,defector,human,1.88,1,1,1
47,female,med_vol,55,TRUE,0.65,20,0,1387.875,0.5,2558.555,defector,human,1.88,1,1,0
47,female,med_vol,56,TRUE,0.65,0,0,1403.1,0.5,2558.555,defector,human,1.88,1,0,0
47,female,med_vol,57,TRUE,0.65,0,20,1883.67,0.5,2558.555,defector,human,1.88,1,0,1
47,female,med_vol,58,TRUE,0.65,20,20,1510.93,0.5,2558.555,defector,human,1.88,1,1,1
47,female,med_vol,59,TRUE,0.65,20,20,1291.44,0.5,2558.555,defector,human,1.88,1,1,1
47,female,med_vol,60,TRUE,0.65,20,0,1613.625,0.5,2558.555,defector,human,1.88,1,1,0
47,female,med_vol,61,TRUE,0.35,0,0,2683.55,0.58,2783.8,defector,human,1.88,1,0,0
47,female,med_vol,62,TRUE,0.35,0,0,1451.895,0.58,2783.8,defector,human,1.88,1,0,0
47,female,med_vol,63,TRUE,0.35,0,0,1629.095,0.58,2783.8,defector,human,1.88,1,0,0
47,female,med_vol,64,TRUE,0.35,0,20,1423.425,0.58,2783.8,defector,human,1.88,1,0,1
47,female,med_vol,65,TRUE,0.35,20,20,1374.65,0.58,2783.8,defector,human,1.88,1,1,1
47,female,med_vol,66,TRUE,0.35,20,20,1174.695,0.58,2783.8,defector,human,1.88,1,1,1
47,female,med_vol,67,TRUE,0.35,20,0,1157.335,0.58,2783.8,defector,human,1.88,1,1,0
47,female,med_vol,68,TRUE,0.35,0,0,1233.44,0.58,2783.8,defector,human,1.88,1,0,0
47,female,med_vol,69,TRUE,0.35,0,0,1275.84,0.58,2783.8,defector,human,1.88,1,0,0
47,female,med_vol,70,TRUE,0.35,0,20,1425.015,0.58,2783.8,defector,human,1.88,1,0,1
47,female,med_vol,71,TRUE,0.35,20,0,1310.665,0.31,2474.005,defector,human,1.88,1,1,0
47,female,med_vol,72,TRUE,0.35,0,0,1311.765,0.31,2474.005,defector,human,1.88,1,0,0
47,female,med_vol,73,TRUE,0.35,0,0,1645.24,0.31,2474.005,defector,human,1.88,1,0,0
47,female,med_vol,74,TRUE,0.35,0,0,1220.16,0.31,2474.005,defector,human,1.88,1,0,0
47,female,med_vol,75,TRUE,0.35,0,0,1259.81,0.31,2474.005,defector,human,1.88,1,0,0
47,female,med_vol,76,TRUE,0.35,0,0,1576.935,0.31,2474.005,defector,human,1.88,1,0,0
47,female,med_vol,77,TRUE,0.35,0,0,1168.165,0.31,2474.005,defector,human,1.88,1,0,0
47,female,med_vol,78,TRUE,0.35,0,0,1080.435,0.31,2474.005,defector,human,1.88,1,0,0
47,female,med_vol,79,TRUE,0.35,0,0,1256.495,0.31,2474.005,defector,human,1.88,1,0,0
47,female,med_vol,80,TRUE,0.35,0,0,1336.83,0.31,2474.005,defector,human,1.88,1,0,0
48,male,med_vol,1,FALSE,0.65,20,0,7754.295,0.6,6334.175,neither,computer,1.9,1,1,0
48,male,med_vol,2,FALSE,0.65,0,0,3240.61,0.6,6334.175,neither,computer,1.9,1,0,0
48,male,med_vol,3,FALSE,0.65,0,20,1259.795,0.6,6334.175,neither,computer,1.9,1,0,1
48,male,med_vol,4,FALSE,0.65,0,0,2138.725,0.6,6334.175,neither,computer,1.9,1,0,0
48,male,med_vol,5,FALSE,0.65,0,20,1721.75,0.6,6334.175,neither,computer,1.9,1,0,1
48,male,med_vol,6,FALSE,0.65,20,20,1823.955,0.6,6334.175,neither,computer,1.9,1,1,1
48,male,med_vol,7,FALSE,0.65,20,0,1237.49,0.6,6334.175,neither,computer,1.9,1,1,0
48,male,med_vol,8,FALSE,0.65,20,20,4049.96,0.6,6334.175,neither,computer,1.9,1,1,1
48,male,med_vol,9,FALSE,0.65,20,20,2565.095,0.6,6334.175,neither,computer,1.9,1,1,1
48,male,med_vol,10,FALSE,0.65,20,0,1508.575,0.6,6334.175,neither,computer,1.9,1,1,0
48,male,med_vol,11,FALSE,0.65,0,20,1991.84,0.8,3748.68,neither,computer,1.9,1,0,1
48,male,med_vol,12,FALSE,0.65,20,20,1451.11,0.8,3748.68,neither,computer,1.9,1,1,1
48,male,med_vol,13,FALSE,0.65,20,20,1281.93,0.8,3748.68,neither,computer,1.9,1,1,1
48,male,med_vol,14,FALSE,0.65,20,20,1922.72,0.8,3748.68,neither,computer,1.9,1,1,1
48,male,med_vol,15,FALSE,0.65,20,20,1451.415,0.8,3748.68,neither,computer,1.9,1,1,1
48,male,med_vol,16,FALSE,0.65,20,20,1204.555,0.8,3748.68,neither,computer,1.9,1,1,1
48,male,med_vol,17,FALSE,0.65,20,20,1068.605,0.8,3748.68,neither,computer,1.9,1,1,1
48,male,med_vol,18,FALSE,0.65,20,0,5546.035,0.8,3748.68,neither,computer,1.9,1,1,0
48,male,med_vol,19,FALSE,0.65,0,20,2869.32,0.8,3748.68,neither,computer,1.9,1,0,1
48,male,med_vol,20,FALSE,0.65,20,20,2160.57,0.8,3748.68,neither,computer,1.9,1,1,1
48,male,med_vol,21,FALSE,0.35,20,0,1405.155,0.3,8460.575,neither,computer,1.9,1,1,0
48,male,med_vol,22,FALSE,0.35,0,0,1225.26,0.3,8460.575,neither,computer,1.9,1,0,0
48,male,med_vol,23,FALSE,0.35,0,20,4690.175,0.3,8460.575,neither,computer,1.9,1,0,1
48,male,med_vol,24,FALSE,0.35,0,0,1373.005,0.3,8460.575,neither,computer,1.9,1,0,0
48,male,med_vol,25,FALSE,0.35,0,0,1339.035,0.3,8460.575,neither,computer,1.9,1,0,0
48,male,med_vol,26,FALSE,0.35,20,0,1463.53,0.3,8460.575,neither,computer,1.9,1,1,0
48,male,med_vol,27,FALSE,0.35,0,0,1057.575,0.3,8460.575,neither,computer,1.9,1,0,0
48,male,med_vol,28,FALSE,0.35,0,20,4985.04,0.3,8460.575,neither,computer,1.9,1,0,1
48,male,med_vol,29,FALSE,0.35,0,0,2800.195,0.3,8460.575,neither,computer,1.9,1,0,0
48,male,med_vol,30,FALSE,0.35,0,0,5715.31,0.3,8460.575,neither,computer,1.9,1,0,0
48,male,med_vol,31,FALSE,0.35,20,0,2114.61,0.25,3432.03,neither,computer,1.9,1,1,0
48,male,med_vol,32,FALSE,0.35,0,0,1485.005,0.25,3432.03,neither,computer,1.9,1,0,0
48,male,med_vol,33,FALSE,0.35,0,20,1586.03,0.25,3432.03,neither,computer,1.9,1,0,1
48,male,med_vol,34,FALSE,0.35,0,0,1721.245,0.25,3432.03,neither,computer,1.9,1,0,0
48,male,med_vol,35,FALSE,0.35,0,0,2304.025,0.25,3432.03,neither,computer,1.9,1,0,0
48,male,med_vol,36,FALSE,0.35,20,0,1755.135,0.25,3432.03,neither,computer,1.9,1,1,0
48,male,med_vol,37,FALSE,0.35,0,0,1585.98,0.25,3432.03,neither,computer,1.9,1,0,0
48,male,med_vol,38,FALSE,0.35,0,20,1337.165,0.25,3432.03,neither,computer,1.9,1,0,1
48,male,med_vol,39,FALSE,0.35,0,0,4499.94,0.25,3432.03,neither,computer,1.9,1,0,0
48,male,med_vol,40,FALSE,0.35,0,0,1799.485,0.25,3432.03,neither,computer,1.9,1,0,0
48,male,med_vol,41,FALSE,0.65,0,20,1789.575,0.25,2272.93,neither,computer,1.9,1,0,1
48,male,med_vol,42,FALSE,0.65,0,0,1441.085,0.25,2272.93,neither,computer,1.9,1,0,0
48,male,med_vol,43,FALSE,0.65,0,20,2025.615,0.25,2272.93,neither,computer,1.9,1,0,1
48,male,med_vol,44,FALSE,0.65,20,0,1687.93,0.25,2272.93,neither,computer,1.9,1,1,0
48,male,med_vol,45,FALSE,0.65,0,20,1215.85,0.25,2272.93,neither,computer,1.9,1,0,1
48,male,med_vol,46,FALSE,0.65,20,20,1191.77,0.25,2272.93,neither,computer,1.9,1,1,1
48,male,med_vol,47,FALSE,0.65,20,20,1327.145,0.25,2272.93,neither,computer,1.9,1,1,1
48,male,med_vol,48,FALSE,0.65,20,20,1316.525,0.25,2272.93,neither,computer,1.9,1,1,1
48,male,med_vol,49,FALSE,0.65,0,20,5039.92,0.25,2272.93,neither,computer,1.9,1,0,1
48,male,med_vol,50,FALSE,0.65,0,20,1539.57,0.25,2272.93,neither,computer,1.9,1,0,1
48,male,med_vol,51,FALSE,0.65,20,0,6435.17,0.4,4646.655,neither,computer,1.9,1,1,0
48,male,med_vol,52,FALSE,0.65,0,0,1326.225,0.4,4646.655,neither,computer,1.9,1,0,0
48,male,med_vol,53,FALSE,0.65,0,20,1305.435,0.4,4646.655,neither,computer,1.9,1,0,1
48,male,med_vol,54,FALSE,0.65,0,20,2655.24,0.4,4646.655,neither,computer,1.9,1,0,1
48,male,med_vol,55,FALSE,0.65,20,20,1282.76,0.4,4646.655,neither,computer,1.9,1,1,1
48,male,med_vol,56,FALSE,0.65,20,20,1415.52,0.4,4646.655,neither,computer,1.9,1,1,1
48,male,med_vol,57,FALSE,0.65,20,20,1642.78,0.4,4646.655,neither,computer,1.9,1,1,1
48,male,med_vol,58,FALSE,0.65,0,0,2957.07,0.4,4646.655,neither,computer,1.9,1,0,0
48,male,med_vol,59,FALSE,0.65,0,20,1553.54,0.4,4646.655,neither,computer,1.9,1,0,1
48,male,med_vol,60,FALSE,0.65,20,0,1327.525,0.4,4646.655,neither,computer,1.9,1,1,0
48,male,med_vol,61,FALSE,0.35,0,0,1924.27,0.2,4555.575,neither,computer,1.9,1,0,0
48,male,med_vol,62,FALSE,0.35,0,0,1394.845,0.2,4555.575,neither,computer,1.9,1,0,0
48,male,med_vol,63,FALSE,0.35,0,0,1698.52,0.2,4555.575,neither,computer,1.9,1,0,0
48,male,med_vol,64,FALSE,0.35,0,0,1711.925,0.2,4555.575,neither,computer,1.9,1,0,0
48,male,med_vol,65,FALSE,0.35,20,20,1192.51,0.2,4555.575,neither,computer,1.9,1,1,1
48,male,med_vol,66,FALSE,0.35,20,0,2486.585,0.2,4555.575,neither,computer,1.9,1,1,0
48,male,med_vol,67,FALSE,0.35,0,0,1867.83,0.2,4555.575,neither,computer,1.9,1,0,0
48,male,med_vol,68,FALSE,0.35,0,0,1586.36,0.2,4555.575,neither,computer,1.9,1,0,0
48,male,med_vol,69,FALSE,0.35,0,0,1383.495,0.2,4555.575,neither,computer,1.9,1,0,0
48,male,med_vol,70,FALSE,0.35,0,0,1754.815,0.2,4555.575,neither,computer,1.9,1,0,0
48,male,med_vol,71,FALSE,0.35,0,20,3870.595,0.25,2608.95,neither,computer,1.9,1,0,1
48,male,med_vol,72,FALSE,0.35,0,20,1462.015,0.25,2608.95,neither,computer,1.9,1,0,1
48,male,med_vol,73,FALSE,0.35,20,0,4377.25,0.25,2608.95,neither,computer,1.9,1,1,0
48,male,med_vol,74,FALSE,0.35,20,20,1282.6,0.25,2608.95,neither,computer,1.9,1,1,1
48,male,med_vol,75,FALSE,0.35,20,20,1597.275,0.25,2608.95,neither,computer,1.9,1,1,1
48,male,med_vol,76,FALSE,0.35,0,20,1721.58,0.25,2608.95,neither,computer,1.9,1,0,1
48,male,med_vol,77,FALSE,0.35,20,0,1652.2,0.25,2608.95,neither,computer,1.9,1,1,0
48,male,med_vol,78,FALSE,0.35,20,0,1293.665,0.25,2608.95,neither,computer,1.9,1,1,0
48,male,med_vol,79,FALSE,0.35,0,0,1338.68,0.25,2608.95,neither,computer,1.9,1,0,0
48,male,med_vol,80,FALSE,0.35,0,20,3892.64,0.25,2608.95,neither,computer,1.9,1,0,1
49,male,med_vol,1,TRUE,0.65,0,0,11826.005,0.6,7949,cooperator,computer,2.34,1,0,0
49,male,med_vol,2,TRUE,0.65,20,20,4218.005,0.6,7949,cooperator,computer,2.34,1,1,1
49,male,med_vol,3,TRUE,0.65,20,0,3515.005,0.6,7949,cooperator,computer,2.34,1,1,0
49,male,med_vol,4,TRUE,0.65,20,20,2125,0.6,7949,cooperator,computer,2.34,1,1,1
49,male,med_vol,5,TRUE,0.65,0,20,2376.995,0.6,7949,cooperator,computer,2.34,1,0,1
49,male,med_vol,6,TRUE,0.65,0,20,2615.995,0.6,7949,cooperator,computer,2.34,1,0,1
49,male,med_vol,7,TRUE,0.65,0,20,2989.005,0.6,7949,cooperator,computer,2.34,1,0,1
49,male,med_vol,8,TRUE,0.65,0,0,5467,0.6,7949,cooperator,computer,2.34,1,0,0
49,male,med_vol,9,TRUE,0.65,20,0,2941.005,0.6,7949,cooperator,computer,2.34,1,1,0
49,male,med_vol,10,TRUE,0.65,0,20,2012.005,0.6,7949,cooperator,computer,2.34,1,0,1
49,male,med_vol,11,TRUE,0.65,0,20,3580.005,0.38,4974.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,12,TRUE,0.65,0,20,3612,0.38,4974.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,13,TRUE,0.65,0,20,3085.005,0.38,4974.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,14,TRUE,0.65,0,20,2976,0.38,4974.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,15,TRUE,0.65,0,0,2751.005,0.38,4974.995,cooperator,computer,2.34,1,0,0
49,male,med_vol,16,TRUE,0.65,20,20,2517,0.38,4974.995,cooperator,computer,2.34,1,1,1
49,male,med_vol,17,TRUE,0.65,0,20,1872.995,0.38,4974.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,18,TRUE,0.65,0,20,3155,0.38,4974.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,19,TRUE,0.65,0,0,2450.005,0.38,4974.995,cooperator,computer,2.34,1,0,0
49,male,med_vol,20,TRUE,0.65,0,20,2482.005,0.38,4974.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,21,TRUE,0.35,0,20,2392,0.19,6132,cooperator,computer,2.34,1,0,1
49,male,med_vol,22,TRUE,0.35,0,20,2219.005,0.19,6132,cooperator,computer,2.34,1,0,1
49,male,med_vol,23,TRUE,0.35,0,0,2284,0.19,6132,cooperator,computer,2.34,1,0,0
49,male,med_vol,24,TRUE,0.35,20,0,2118,0.19,6132,cooperator,computer,2.34,1,1,0
49,male,med_vol,25,TRUE,0.35,20,0,1703,0.19,6132,cooperator,computer,2.34,1,1,0
49,male,med_vol,26,TRUE,0.35,0,0,1747,0.19,6132,cooperator,computer,2.34,1,0,0
49,male,med_vol,27,TRUE,0.35,0,20,1311,0.19,6132,cooperator,computer,2.34,1,0,1
49,male,med_vol,28,TRUE,0.35,0,20,1798,0.19,6132,cooperator,computer,2.34,1,0,1
49,male,med_vol,29,TRUE,0.35,0,0,1953.995,0.19,6132,cooperator,computer,2.34,1,0,0
49,male,med_vol,30,TRUE,0.35,0,0,2041,0.19,6132,cooperator,computer,2.34,1,0,0
49,male,med_vol,31,TRUE,0.35,0,0,3491,0.24,7101.005,cooperator,computer,2.34,1,0,0
49,male,med_vol,32,TRUE,0.35,0,0,2109.005,0.24,7101.005,cooperator,computer,2.34,1,0,0
49,male,med_vol,33,TRUE,0.35,0,20,1564,0.24,7101.005,cooperator,computer,2.34,1,0,1
49,male,med_vol,34,TRUE,0.35,0,0,1949.995,0.24,7101.005,cooperator,computer,2.34,1,0,0
49,male,med_vol,35,TRUE,0.35,0,0,1566.005,0.24,7101.005,cooperator,computer,2.34,1,0,0
49,male,med_vol,36,TRUE,0.35,0,20,2135,0.24,7101.005,cooperator,computer,2.34,1,0,1
49,male,med_vol,37,TRUE,0.35,0,0,2507,0.24,7101.005,cooperator,computer,2.34,1,0,0
49,male,med_vol,38,TRUE,0.35,0,0,1648,0.24,7101.005,cooperator,computer,2.34,1,0,0
49,male,med_vol,39,TRUE,0.35,20,20,3129.995,0.24,7101.005,cooperator,computer,2.34,1,1,1
49,male,med_vol,40,TRUE,0.35,0,0,2000,0.24,7101.005,cooperator,computer,2.34,1,0,0
49,male,med_vol,41,TRUE,0.65,0,0,2435,0.63,3592.995,cooperator,computer,2.34,1,0,0
49,male,med_vol,42,TRUE,0.65,0,0,4918,0.63,3592.995,cooperator,computer,2.34,1,0,0
49,male,med_vol,43,TRUE,0.65,0,0,2653,0.63,3592.995,cooperator,computer,2.34,1,0,0
49,male,med_vol,44,TRUE,0.65,20,20,9522.005,0.63,3592.995,cooperator,computer,2.34,1,1,1
49,male,med_vol,45,TRUE,0.65,0,0,2047,0.63,3592.995,cooperator,computer,2.34,1,0,0
49,male,med_vol,46,TRUE,0.65,0,20,1962,0.63,3592.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,47,TRUE,0.65,0,20,1611.995,0.63,3592.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,48,TRUE,0.65,20,20,1332.995,0.63,3592.995,cooperator,computer,2.34,1,1,1
49,male,med_vol,49,TRUE,0.65,0,20,2802,0.63,3592.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,50,TRUE,0.65,0,20,1743.995,0.63,3592.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,51,TRUE,0.65,20,20,2551,0.72,3288.995,cooperator,computer,2.34,1,1,1
49,male,med_vol,52,TRUE,0.65,0,20,2124,0.72,3288.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,53,TRUE,0.65,0,20,1584.005,0.72,3288.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,54,TRUE,0.65,0,0,1958.995,0.72,3288.995,cooperator,computer,2.34,1,0,0
49,male,med_vol,55,TRUE,0.65,20,20,1868,0.72,3288.995,cooperator,computer,2.34,1,1,1
49,male,med_vol,56,TRUE,0.65,20,20,7497,0.72,3288.995,cooperator,computer,2.34,1,1,1
49,male,med_vol,57,TRUE,0.65,20,20,2796.005,0.72,3288.995,cooperator,computer,2.34,1,1,1
49,male,med_vol,58,TRUE,0.65,20,0,2096.005,0.72,3288.995,cooperator,computer,2.34,1,1,0
49,male,med_vol,59,TRUE,0.65,0,20,1737.005,0.72,3288.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,60,TRUE,0.65,20,20,1971.995,0.72,3288.995,cooperator,computer,2.34,1,1,1
49,male,med_vol,61,TRUE,0.35,20,0,1878,0.26,3869,cooperator,computer,2.34,1,1,0
49,male,med_vol,62,TRUE,0.35,0,0,1967,0.26,3869,cooperator,computer,2.34,1,0,0
49,male,med_vol,63,TRUE,0.35,0,0,1365,0.26,3869,cooperator,computer,2.34,1,0,0
49,male,med_vol,64,TRUE,0.35,0,20,1428,0.26,3869,cooperator,computer,2.34,1,0,1
49,male,med_vol,65,TRUE,0.35,0,20,1527,0.26,3869,cooperator,computer,2.34,1,0,1
49,male,med_vol,66,TRUE,0.35,0,20,1385,0.26,3869,cooperator,computer,2.34,1,0,1
49,male,med_vol,67,TRUE,0.35,0,20,2143.005,0.26,3869,cooperator,computer,2.34,1,0,1
49,male,med_vol,68,TRUE,0.35,0,20,2020,0.26,3869,cooperator,computer,2.34,1,0,1
49,male,med_vol,69,TRUE,0.35,0,0,2150,0.26,3869,cooperator,computer,2.34,1,0,0
49,male,med_vol,70,TRUE,0.35,0,20,1686,0.26,3869,cooperator,computer,2.34,1,0,1
49,male,med_vol,71,TRUE,0.35,0,20,1580,0.59,2663.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,72,TRUE,0.35,0,20,1696,0.59,2663.995,cooperator,computer,2.34,1,0,1
49,male,med_vol,73,TRUE,0.35,20,0,2624,0.59,2663.995,cooperator,computer,2.34,1,1,0
49,male,med_vol,74,TRUE,0.35,20,20,3515.005,0.59,2663.995,cooperator,computer,2.34,1,1,1
49,male,med_vol,75,TRUE,0.35,20,0,2148,0.59,2663.995,cooperator,computer,2.34,1,1,0
49,male,med_vol,76,TRUE,0.35,20,0,2123.995,0.59,2663.995,cooperator,computer,2.34,1,1,0
49,male,med_vol,77,TRUE,0.35,20,0,2362.005,0.59,2663.995,cooperator,computer,2.34,1,1,0
49,male,med_vol,78,TRUE,0.35,20,20,1953.005,0.59,2663.995,cooperator,computer,2.34,1,1,1
49,male,med_vol,79,TRUE,0.35,20,0,2781,0.59,2663.995,cooperator,computer,2.34,1,1,0
49,male,med_vol,80,TRUE,0.35,20,20,1709.005,0.59,2663.995,cooperator,computer,2.34,1,1,1
50,female,med_vol,1,FALSE,0.65,0,20,6720,1,8372.995,neither,computer,2.06,1,0,1
50,female,med_vol,2,FALSE,0.65,0,20,4549,1,8372.995,neither,computer,2.06,1,0,1
50,female,med_vol,3,FALSE,0.65,20,20,2486,1,8372.995,neither,computer,2.06,1,1,1
50,female,med_vol,4,FALSE,0.65,0,20,2541,1,8372.995,neither,computer,2.06,1,0,1
50,female,med_vol,5,FALSE,0.65,20,0,2606,1,8372.995,neither,computer,2.06,1,1,0
50,female,med_vol,6,FALSE,0.65,20,20,3602,1,8372.995,neither,computer,2.06,1,1,1
50,female,med_vol,7,FALSE,0.65,20,0,2110.995,1,8372.995,neither,computer,2.06,1,1,0
50,female,med_vol,8,FALSE,0.65,0,20,2400,1,8372.995,neither,computer,2.06,1,0,1
50,female,med_vol,9,FALSE,0.65,20,20,2623,1,8372.995,neither,computer,2.06,1,1,1
50,female,med_vol,10,FALSE,0.65,0,20,4032,1,8372.995,neither,computer,2.06,1,0,1
50,female,med_vol,11,FALSE,0.65,20,0,4238.005,1,4423,neither,computer,2.06,1,1,0
50,female,med_vol,12,FALSE,0.65,20,20,3223,1,4423,neither,computer,2.06,1,1,1
50,female,med_vol,13,FALSE,0.65,0,0,2245,1,4423,neither,computer,2.06,1,0,0
50,female,med_vol,14,FALSE,0.65,20,0,3460,1,4423,neither,computer,2.06,1,1,0
50,female,med_vol,15,FALSE,0.65,0,0,2163,1,4423,neither,computer,2.06,1,0,0
50,female,med_vol,16,FALSE,0.65,20,0,2257,1,4423,neither,computer,2.06,1,1,0
50,female,med_vol,17,FALSE,0.65,20,20,2763,1,4423,neither,computer,2.06,1,1,1
50,female,med_vol,18,FALSE,0.65,0,20,2029,1,4423,neither,computer,2.06,1,0,1
50,female,med_vol,19,FALSE,0.65,20,0,4495,1,4423,neither,computer,2.06,1,1,0
50,female,med_vol,20,FALSE,0.65,20,20,3233,1,4423,neither,computer,2.06,1,1,1
50,female,med_vol,21,FALSE,0.35,20,20,3204,0,6056.995,neither,computer,2.06,1,1,1
50,female,med_vol,22,FALSE,0.35,20,0,1784,0,6056.995,neither,computer,2.06,1,1,0
50,female,med_vol,23,FALSE,0.35,0,0,2139,0,6056.995,neither,computer,2.06,1,0,0
50,female,med_vol,24,FALSE,0.35,0,0,2856,0,6056.995,neither,computer,2.06,1,0,0
50,female,med_vol,25,FALSE,0.35,0,20,2165.005,0,6056.995,neither,computer,2.06,1,0,1
50,female,med_vol,26,FALSE,0.35,20,20,3432,0,6056.995,neither,computer,2.06,1,1,1
50,female,med_vol,27,FALSE,0.35,0,0,2030,0,6056.995,neither,computer,2.06,1,0,0
50,female,med_vol,28,FALSE,0.35,0,0,2611,0,6056.995,neither,computer,2.06,1,0,0
50,female,med_vol,29,FALSE,0.35,0,0,2546,0,6056.995,neither,computer,2.06,1,0,0
50,female,med_vol,30,FALSE,0.35,0,0,2093,0,6056.995,neither,computer,2.06,1,0,0
50,female,med_vol,31,FALSE,0.35,0,0,2610.005,0,3649,neither,computer,2.06,1,0,0
50,female,med_vol,32,FALSE,0.35,0,0,1986,0,3649,neither,computer,2.06,1,0,0
50,female,med_vol,33,FALSE,0.35,20,0,2311,0,3649,neither,computer,2.06,1,1,0
50,female,med_vol,34,FALSE,0.35,20,20,1974,0,3649,neither,computer,2.06,1,1,1
50,female,med_vol,35,FALSE,0.35,20,0,2300.995,0,3649,neither,computer,2.06,1,1,0
50,female,med_vol,36,FALSE,0.35,0,0,1761,0,3649,neither,computer,2.06,1,0,0
50,female,med_vol,37,FALSE,0.35,0,0,1985.995,0,3649,neither,computer,2.06,1,0,0
50,female,med_vol,38,FALSE,0.35,0,20,1931,0,3649,neither,computer,2.06,1,0,1
50,female,med_vol,39,FALSE,0.35,0,0,1989,0,3649,neither,computer,2.06,1,0,0
50,female,med_vol,40,FALSE,0.35,0,20,2160.005,0,3649,neither,computer,2.06,1,0,1
50,female,med_vol,41,FALSE,0.65,0,0,3058,1,8796.005,neither,computer,2.06,1,0,0
50,female,med_vol,42,FALSE,0.65,0,20,2490,1,8796.005,neither,computer,2.06,1,0,1
